id,city08U,co2TailpipeGpm,comb08U,cylinders,displ,drive,fuelCost08,fuelType,ghgScore,highway08U,make,model,automatictransmission,VClass,year,tCharger,sCharger,atvType,mfrCode,startStop
41436,25.7569,301,29.9053,4,2,2,1450,Regular,7,37.235,Hyundai,Elantra,0,Midsize Cars,2020,0,0,Gas,HYX,0
41438,22.0382,359,24.7031,4,2.5,2,1700,Regular,5,28.9871,Buick,Envision FWD,1,Small Sport Utility Vehicle 2WD,2020,0,0,Gas,GMX,1
41439,23.1684,358,25.077,4,2,2,1700,Regular,5,27.8847,Hyundai,Tucson FWD,1,Small Sport Utility Vehicle 2WD,2020,0,0,Gas,HYX,0
41440,22.3742,363,24.6367,4,2.4,2,1700,Regular,5,28.1108,Hyundai,Tucson FWD,1,Small Sport Utility Vehicle 2WD,2020,0,0,Gas,HYX,0
41441,21.2505,377,23.6232,4,2.5,4,1800,Regular,5,27.3565,Buick,Envision AWD,1,Small Sport Utility Vehicle 4WD,2020,0,0,Gas,GMX,1
41442,20.1581,402,22.0702,4,2,4,2400,Premium,4,24.9644,Buick,Envision AWD,1,Small Sport Utility Vehicle 4WD,2020,1,0,Gas,GMX,1
41443,21.824,385,23.3296,4,2,4,1850,Regular,5,25.478,Hyundai,Tucson AWD,1,Small Sport Utility Vehicle 4WD,2020,0,0,Gas,HYX,0
41444,21.4471,387,23.2574,4,2.4,4,1850,Regular,5,25.9327,Hyundai,Tucson AWD,1,Small Sport Utility Vehicle 4WD,2020,0,0,Gas,HYX,0
41445,18.117,439,20.2457,6,3,4,2650,Premium,4,23.6408,Land Rover,Range Rover Velar P380,1,Small Sport Utility Vehicle 4WD,2020,0,1,Gas,JLX,1
41446,18.117,439,20.2457,6,3,4,2650,Premium,4,23.6408,Land Rover,Range Rover Velar,1,Small Sport Utility Vehicle 4WD,2020,0,1,Gas,JLX,1
41447,15.5008,481,18.4489,8,5,4,2950,Premium,3,24.0365,Jaguar,F-Type AWD Coupe,1,Two Seaters,2020,0,1,Gas,JLX,1
41448,15.5008,481,18.4489,8,5,4,2950,Premium,3,24.0365,Jaguar,F-Type AWD Convertible,1,Two Seaters,2020,0,1,Gas,JLX,1
41449,29.8084,269,32.963,4,1.4,2,1300,Regular,7,37.8601,Chevrolet,Spark,1,Subcompact Cars,2020,0,0,Gas,GMX,0
41450,29.2865,273,32.5457,4,1.4,2,1300,Regular,7,37.6694,Chevrolet,Spark,0,Subcompact Cars,2020,0,0,Gas,GMX,0
41451,29.2865,278,32,4,1.4,2,1350,Regular,7,37,Chevrolet,Spark ACTIV,0,Subcompact Cars,2020,0,0,Gas,GMX,0
41452,29.8084,269,32.963,4,1.4,2,1300,Regular,7,37,Chevrolet,Spark ACTIV,1,Subcompact Cars,2020,0,0,Gas,GMX,0
41453,16.3887,459,19.238,8,5,2,2800,Premium,3,24.4289,Lexus,RC F,1,Subcompact Cars,2020,0,0,Gas,TYX,0
41454,26.3074,310,29.1092,4,1.6,2,1500,Regular,6,33.4653,Hyundai,Elantra,1,Midsize Cars,2020,1,0,Gas,HYX,0
41455,27.0633,296,30.3006,4,1.6,2,1450,Regular,7,35.4891,Kia,Forte,1,Midsize Cars,2020,1,0,Gas,KMX,0
41456,24.6475,326,27.6057,4,1.6,2,1550,Regular,6,32.3515,Kia,Forte,0,Midsize Cars,2020,1,0,Gas,KMX,0
41457,30.7457,256,34.7078,4,2,2,1250,Regular,8,41.1962,Kia,Forte FE,1,Midsize Cars,2020,0,0,Gas,KMX,0
41458,29.4931,269,33.3395,4,2,2,1300,Regular,7,39.6614,Kia,Forte,1,Midsize Cars,2020,0,0,Gas,KMX,0
41459,27.4002,290,31.0015,4,2,2,1400,Regular,7,36.9348,Kia,Forte,0,Midsize Cars,2020,0,0,Gas,KMX,0
41460,17.0777,453,19.6948,6,3.3,4,2650,Premium,4,24.2339,Genesis,G80 AWD,1,Large Cars,2020,1,0,Gas,HYX,0
41461,17.3756,442,20.2026,6,3.3,2,2650,Premium,4,25.217,Genesis,G80 RWD,1,Large Cars,2020,1,0,Gas,HYX,0
41462,15.1221,503,17.7991,8,5,4,2950,Premium,3,22.7134,Genesis,G80 AWD,1,Large Cars,2020,0,0,Gas,HYX,0
41463,15.8782,474,18.812,8,5,2,2800,Premium,3,24.2996,Genesis,G80 RWD,1,Large Cars,2020,0,0,Gas,HYX,0
41464,26.8846,292,30.5243,4,1.6,2,1400,Regular,7,36.5766,Kia,Optima,1,Large Cars,2020,1,0,Gas,KMX,0
41465,21.0347,371,24.2002,4,2,2,1800,Regular,5,29.6545,Kia,Optima,1,Large Cars,2020,1,0,Gas,KMX,0
41466,24.1356,330,27.2397,4,2.4,2,1600,Regular,6,32.3202,Kia,Optima,1,Large Cars,2020,0,0,Gas,KMX,0
41467,25.1486,311,28.7747,4,2.4,2,1500,Regular,6,34.9304,Kia,Optima FE,1,Large Cars,2020,0,0,Gas,KMX,0
41468,24.0184,353,25.1953,4,2,2,1700,Regular,5,26.8002,Ford,Transit Connect Van 2WD,1,Special Purpose Vehicle 2WD,2020,0,0,Gas,FMX,1
41469,24.0184,353,25.1953,4,2,2,1700,Gasoline or E85,5,26.8002,Ford,Transit Connect Van FFV,1,Special Purpose Vehicle 2WD,2020,0,0,FFV,FMX,1
41470,23.6674,344,25.6715,4,2,2,1650,Regular,5,28.635,Ford,Transit Connect Wagon LWB FWD,1,Special Purpose Vehicle 2WD,2020,0,0,Gas,FMX,1
41471,23.6674,344,25.6715,4,2,2,1650,Gasoline or E85,5,28.635,Ford,Transit Connect Wagon LWB FFV,1,Special Purpose Vehicle 2WD,2020,0,0,FFV,FMX,1
41472,19.6583,397,22.2684,4,2.5,2,1950,Regular,4,26.5822,Ford,Transit Connect Van 2WD,1,Special Purpose Vehicle 2WD,2020,0,0,Gas,FMX,0
41473,19.5124,404,22.2055,4,2.5,2,1950,Regular,4,26,Ford,Transit Connect Wagon LWB FWD,1,Special Purpose Vehicle 2WD,2020,0,0,Gas,FMX,0
41474,19.6583,397,22.2684,4,2.5,2,1950,Regular,4,26.5822,Ford,Transit Connect USPS,1,Special Purpose Vehicle 2WD,2020,0,0,Gas,FMX,0
41475,19.7311,399,22.5215,4,2,2,1850,Regular,5,27.2277,Hyundai,Santa Fe FWD,1,Small Sport Utility Vehicle 2WD,2020,1,0,Gas,HYX,1
41476,21.8732,362,24.5725,4,2.4,2,1700,Regular,5,28.937,Hyundai,Santa Fe FWD,1,Small Sport Utility Vehicle 2WD,2020,0,0,Gas,HYX,1
41477,22.4281,358,24.6917,4,2,2,2100,Premium,5,28.1661,Lexus,NX 300,1,Small Sport Utility Vehicle 2WD,2020,1,0,Gas,TYX,0
41478,25.1319,326,27.3502,4,2.4,2,1600,Regular,6,30,Mitsubishi,Outlander 2WD,1,Small Sport Utility Vehicle 2WD,2020,0,0,Gas,MTX,0
41479,19.6217,411,21.9071,4,2,4,1950,Regular,4,25.5432,Hyundai,Santa Fe AWD,1,Small Sport Utility Vehicle 4WD,2020,1,0,Gas,HYX,1
41480,21.1853,377,23.5361,4,2.4,4,1800,Regular,5,27.229,Hyundai,Santa Fe AWD,1,Small Sport Utility Vehicle 4WD,2020,0,0,Gas,HYX,1
41482,22.1679,362,24.4161,4,2,4,2200,Premium,5,27.8707,Lexus,NX 300 AWD,1,Small Sport Utility Vehicle 4WD,2020,1,0,Gas,TYX,0
41483,21.774,374,23.6858,4,2,4,2200,Premium,5,26.5333,Lexus,NX 300 AWD F Sport,1,Small Sport Utility Vehicle 4WD,2020,1,0,Gas,TYX,0
41484,23.8555,341,25.9027,4,2.4,4,1650,Regular,5,28.938,Mitsubishi,Outlander 4WD,1,Small Sport Utility Vehicle 4WD,2020,0,0,Gas,MTX,0
41485,21.2505,370,24.2206,4,2.3,2,1800,Regular,5,28,Ford,Explorer RWD,1,Standard Sport Utility Vehicle 2WD,2020,1,0,Gas,FMX,1
41486,18.0793,424,21.0078,6,3,2,2050,Regular,4,26.1934,Lincoln,Aviator RWD,1,Standard Sport Utility Vehicle 2WD,2020,1,0,Gas,FMX,1
41487,20.2399,386,23.2015,4,2.3,4,1850,Regular,5,27,Ford,Explorer AWD,1,Standard Sport Utility Vehicle 4WD,2020,1,0,Gas,FMX,1
41488,17.1523,451,19.7885,6,3,4,2150,Regular,4,24.3654,Lincoln,Aviator AWD,1,Standard Sport Utility Vehicle 4WD,2020,1,0,Gas,FMX,1
41490,23.4563,322,27.389,4,2,2,1950,Premium,6,34.4479,Volvo,S60 FWD,1,Compact Cars,2020,1,0,Gas,VVX,1
41491,21.3224,352,25.0491,4,2,4,2100,Premium,5,31.8536,Volvo,S60 AWD,1,Compact Cars,2020,1,1,Gas,VVX,1
41492,28.7189,298,31.5018,4,1.5,2,1350,Regular,7,35.7339,Chevrolet,Malibu,1,Midsize Cars,2020,1,0,Gas,GMX,1
41493,21.1786,357,24.7474,4,2,4,2100,Premium,5,31.1662,Volvo,S90 AWD,1,Midsize Cars,2020,1,1,Gas,VVX,1
41494,23.4563,322,27.389,4,2,2,1950,Premium,6,34.4479,Volvo,V60 FWD,1,Small Station Wagons,2020,1,0,Gas,VVX,1
41495,21.5376,354,24.9238,4,2,4,2100,Premium,5,30.8526,Volvo,V60 CC AWD,1,Small Station Wagons,2020,1,0,Gas,VVX,1
41496,22,339,26,4,2,2,2050,Premium,5,33,Volvo,V90 FWD,1,Midsize Station Wagons,2020,1,0,Gas,VVX,1
41497,21.1786,357,24.7474,4,2,4,2100,Premium,5,31.1662,Volvo,V90 AWD,1,Midsize Station Wagons,2020,1,1,Gas,VVX,1
41498,20.3848,373,23.685,4,2,4,2200,Premium,5,29.5278,Volvo,V90 CC AWD,1,Midsize Station Wagons,2020,1,1,Gas,VVX,1
41499,26.3761,315,28.1539,4,1.5,2,1550,Regular,6,30.6814,Chevrolet,Equinox FWD,1,Small Sport Utility Vehicle 2WD,2020,1,0,Gas,GMX,1
41500,22.3944,350,25.3669,4,2,2,2100,Premium,5,29,Chevrolet,Equinox FWD,1,Small Sport Utility Vehicle 2WD,2020,1,0,Gas,GMX,1
41501,25.5497,325,27.4108,4,1.5,2,1600,Regular,6,30.0898,GMC,Terrain FWD,1,Small Sport Utility Vehicle 2WD,2020,1,0,Gas,GMX,1
41502,21.6093,362,24.4149,4,2,2,2200,Premium,5,29.0199,Volvo,XC60 FWD,1,Small Sport Utility Vehicle 2WD,2020,1,0,Gas,VVX,1
41503,23.2447,331,26.7102,4,2,2,1600,Regular,6,32.6618,Volvo,XC40 FWD,1,Small Sport Utility Vehicle 2WD,2020,1,0,Gas,VVX,1
41504,25,324,27.3399,4,1.5,4,1600,Regular,6,29.5182,Chevrolet,Equinox AWD,1,Small Sport Utility Vehicle 4WD,2020,1,0,Gas,GMX,1
41505,21.5376,367,24.1864,4,2,4,2200,Premium,5,28.4652,Chevrolet,Equinox AWD,1,Small Sport Utility Vehicle 4WD,2020,1,0,Gas,GMX,1
41506,24.718,339,26.2618,4,1.5,4,1650,Regular,5,28.4323,GMC,Terrain AWD,1,Small Sport Utility Vehicle 4WD,2020,1,0,Gas,GMX,1
41507,21,386,23,4,2,4,2300,Premium,5,26,GMC,Terrain AWD,1,Small Sport Utility Vehicle 4WD,2020,1,0,Gas,GMX,1
41508,20.0948,386,22.8409,4,2,4,2300,Premium,5,27.4208,Volvo,XC60 AWD,1,Small Sport Utility Vehicle 4WD,2020,1,1,Gas,VVX,1
41509,21.8954,352,25.0718,4,2,4,2100,Premium,5,30.4753,Volvo,XC40 AWD,1,Small Sport Utility Vehicle 4WD,2020,1,0,Gas,VVX,1
41510,21.3942,361,24.5182,4,2,2,2100,Premium,5,29.8444,Volvo,XC90 FWD,1,Standard Sport Utility Vehicle 2WD,2020,1,0,Gas,VVX,1
41511,17.7102,446,20.4611,6,3,4,2150,Regular,4,24,Ford,Explorer AWD,1,Standard Sport Utility Vehicle 4WD,2020,1,0,Gas,FMX,1
41512,16.0289,468,18.7074,6,3.3,4,2250,Gasoline or E85,3,23,Ford,Explorer FFV AWD,1,Standard Sport Utility Vehicle 4WD,2020,0,0,FFV,FMX,0
41516,15.8028,488,18.1314,8,4,2,2950,Premium,3,22.114,Mercedes-Benz,AMG GT Coupe,1,Two Seaters,2020,1,0,Gas,MBX,1
41517,15.8028,488,18.1314,8,4,2,2950,Premium,3,22.114,Mercedes-Benz,AMG GT Roadster,1,Two Seaters,2020,1,0,Gas,MBX,1
41518,24.9259,329,26.9819,4,1.4,2,1600,Regular,6,30.0071,Buick,Encore FWD,1,Small Sport Utility Vehicle 2WD,2020,1,0,Gas,GMX,0
41519,25.8948,316,28.0161,4,1.4,2,1550,Regular,6,31.1332,Chevrolet,Trax FWD,1,Small Sport Utility Vehicle 2WD,2020,1,0,Gas,GMX,0
41520,23.5971,344,25.8831,4,1.4,4,1650,Regular,5,29.3594,Buick,Encore AWD,1,Small Sport Utility Vehicle 4WD,2020,1,0,Gas,GMX,0
41521,23.5971,344,25.8831,4,1.4,4,1650,Regular,5,29.3594,Chevrolet,Trax AWD,1,Small Sport Utility Vehicle 4WD,2020,1,0,Gas,GMX,0
41522,20.4572,387,22.9931,4,2,4,2300,Premium,5,27.0988,Volvo,XC60 AWD,1,Small Sport Utility Vehicle 4WD,2020,1,0,Gas,VVX,1
41523,18.0431,420,21.1648,6,3.6,2,2050,Regular,4,26,Buick,Enclave FWD,1,Standard Sport Utility Vehicle 2WD,2020,0,0,Gas,GMX,1
41524,18.0431,420,21.1648,6,3.6,2,2050,Regular,4,26.8407,Chevrolet,Traverse FWD,1,Standard Sport Utility Vehicle 2WD,2020,0,0,Gas,GMX,1
41525,17.3841,443,20.0162,6,3.6,4,2150,Regular,4,24.5615,Buick,Enclave AWD,1,Standard Sport Utility Vehicle 4WD,2020,0,0,Gas,GMX,1
41526,17.4377,442,20.0908,6,3.6,4,2150,Regular,4,24.6803,Chevrolet,Traverse AWD,1,Standard Sport Utility Vehicle 4WD,2020,0,0,Gas,GMX,1
41528,20.4572,387,22.9931,4,2,4,2300,Premium,5,27.0988,Volvo,XC90 AWD,1,Standard Sport Utility Vehicle 4WD,2020,1,0,Gas,VVX,1
41530,24.2492,317,27.9406,4,1.8,2,1900,Premium,6,34.3275,Alfa Romeo,4C,1,Two Seaters,2020,1,0,Gas,CRX,0
41531,25.6155,308,28.8278,4,1.4,2,1500,Regular,6,34.046,Chevrolet,Sonic,1,Compact Cars,2020,1,0,Gas,GMX,0
41532,28,278,32,4,2.5,2,1350,Regular,7,38.6671,Nissan,Altima,1,Midsize Cars,2020,0,0,Gas,NSX,0
41533,27.4682,288,30.9338,4,2.5,2,1400,Regular,7,36.5736,Nissan,Altima SR/Platinum,1,Midsize Cars,2020,0,0,Gas,NSX,0
41534,26,300,30.2081,4,2.5,4,1450,Regular,7,35.9247,Nissan,Altima AWD,1,Midsize Cars,2020,0,0,Gas,NSX,0
41535,25,307,29,4,2.5,4,1500,Regular,6,35.1195,Nissan,Altima AWD SR/Platinum,1,Midsize Cars,2020,0,0,Gas,NSX,0
41536,25.4106,311,28.6068,4,2,2,1500,Regular,6,33.8035,Nissan,Altima SR/Platinum,1,Midsize Cars,2020,1,0,Gas,NSX,0
41537,18.3385,431,20.8639,6,3.3,4,2500,Premium,4,25.0863,Kia,K900,1,Large Cars,2020,1,0,Gas,KMX,1
41538,25.6155,308,28.8278,4,1.4,2,1500,Regular,6,34.046,Chevrolet,Sonic 5,1,Small Station Wagons,2020,1,0,Gas,GMX,0
41539,24.0184,336,26.4849,4,2,2,2050,Premium,5,30.2863,Cadillac,XT4 FWD,1,Small Sport Utility Vehicle 2WD,2020,1,0,Gas,GMX,1
41540,19.6509,399,22.302,6,3.5,2,2400,Premium,4,26.7054,Infiniti,QX60 FWD,1,Small Sport Utility Vehicle 2WD,2020,0,0,Gas,NSX,0
41541,21.5281,366,24.2745,4,2,4,2200,Premium,5,28.7586,Cadillac,XT4 AWD,1,Small Sport Utility Vehicle 4WD,2020,1,0,Gas,GMX,1
41542,19.0157,410,21.6894,6,3.5,4,2400,Premium,4,26.1901,Infiniti,QX60 AWD,1,Small Sport Utility Vehicle 4WD,2020,0,0,Gas,NSX,0
41543,20.9339,372,23.7786,4,2,2,2200,Premium,5,28.5145,Subaru,BRZ,0,Minicompact Cars,2020,0,0,Gas,FJX,0
41544,24.2984,322,27.4825,4,2,2,1950,Premium,6,32.7237,Subaru,BRZ,1,Minicompact Cars,2020,0,0,Gas,FJX,0
41545,20.3124,384,22.9745,4,2,2,2300,Premium,5,27.3565,Subaru,BRZ tS,0,Minicompact Cars,2020,0,0,Gas,FJX,0
41546,12.8272,571,15.5519,8,6.2,2,3300,Premium,2,21.0054,Chevrolet,Camaro,1,Subcompact Cars,2020,0,1,Gas,GMX,0
41547,13.5876,565,15.7384,8,6.2,2,3300,Premium,2,19.5137,Chevrolet,Camaro,0,Subcompact Cars,2020,0,1,Gas,GMX,0
41548,19.8119,378,23.3581,4,2,2,2300,Premium,5,29.8992,Chevrolet,Camaro,0,Subcompact Cars,2020,1,0,Gas,GMX,0
41549,21.5616,353,24.9925,4,2,2,2100,Premium,5,31.0266,Chevrolet,Camaro,1,Subcompact Cars,2020,1,0,Gas,GMX,0
41550,16.4215,451,19.7097,6,3.6,2,2150,Regular,4,26.0962,Chevrolet,Camaro,0,Subcompact Cars,2020,0,0,Gas,GMX,0
41551,15.5764,473,18.6475,8,5,2,2800,Premium,3,24.5678,Lexus,LC 500,1,Subcompact Cars,2020,0,0,Gas,TYX,0
41553,32.6158,249,35.8416,4,1.6,2,1200,Regular,8,40.7698,Kia,Rio,1,Compact Cars,2020,0,0,Gas,KMX,0
41554,20.5702,382,23.1422,4,2,4,2300,Premium,5,27.3169,Subaru,WRX,0,Compact Cars,2020,1,0,Gas,FJX,0
41555,18.2647,422,20.5416,4,2,4,2500,Premium,4,24.2339,Subaru,WRX,1,Compact Cars,2020,1,0,Gas,FJX,0
41556,16,485,18.6117,4,2.5,4,2800,Premium,3,21.9903,Subaru,WRX,0,Compact Cars,2020,1,0,Gas,FJX,0
41557,22.4579,343,25.91,4,2,2,2050,Premium,5,31.9039,Buick,Regal,1,Midsize Cars,2020,1,0,Gas,GMX,0
41558,21.3942,365,24.3822,4,2,4,2200,Premium,5,29.401,Buick,Regal AWD,1,Midsize Cars,2020,1,0,Gas,GMX,0
41559,24.508,327,27.489,4,2,2,1600,Regular,6,32.2893,Hyundai,Elantra GT,1,Large Cars,2020,0,0,Gas,HYX,0
41560,24.7868,322,27.6399,4,1.6,2,1550,Regular,6,32.165,Hyundai,Elantra GT,1,Large Cars,2020,1,0,Gas,HYX,0
41561,22.8912,352,25.5513,4,1.6,2,1650,Regular,5,29.7811,Hyundai,Elantra GT,0,Large Cars,2020,1,0,Gas,HYX,0
41562,26.8694,295,30.0538,4,2.5,4,1450,Regular,7,35.1445,Subaru,Legacy AWD,1,Large Cars,2020,0,0,Gas,FJX,1
41563,23.6674,330,26.919,4,2.4,4,1600,Regular,6,32.3515,Subaru,Legacy AWD,1,Large Cars,2020,1,0,Gas,FJX,1
41564,21.3942,365,24.3822,4,2,4,2200,Premium,5,29.401,Buick,Regal TourX AWD,1,Small Station Wagons,2020,1,0,Gas,GMX,0
41565,25,338,26,4,1.5,2,1650,Regular,5,27.9039,Mitsubishi,Eclipse Cross 2WD,1,Small Sport Utility Vehicle 2WD,2020,1,0,Gas,MTX,0
41566,26.2251,327,27,4,1.5,2,1600,Regular,6,29,Mitsubishi,Eclipse Cross ES 2WD,1,Small Sport Utility Vehicle 2WD,2020,1,0,Gas,MTX,0
41567,25.0375,337,26.1535,4,1.5,4,1650,Regular,5,27.6604,Mitsubishi,Eclipse Cross ES 4WD,1,Small Sport Utility Vehicle 4WD,2020,1,0,Gas,MTX,0
41568,26.1049,309,28.6895,4,2.5,4,1500,Regular,6,32.6393,Subaru,Forester AWD,1,Small Sport Utility Vehicle 4WD,2020,0,0,Gas,FJX,1
41569,26.0894,308,28.7858,4,2.5,4,1500,Regular,6,32.9477,Subaru,Outback AWD,1,Small Sport Utility Vehicle 4WD,2020,0,0,Gas,FJX,1
41570,23.2447,343,25.8134,4,2.4,4,1650,Regular,5,29.8444,Subaru,Outback AWD,1,Small Sport Utility Vehicle 4WD,2020,1,0,Gas,FJX,1
41571,14.3609,517,17.1741,8,6.2,2,3100,Premium,3,22.5804,Cadillac,Escalade 2WD,1,Standard Sport Utility Vehicle 2WD,2020,0,0,Gas,GMX,0
41572,14.9703,505,17.5914,8,5.3,2,2400,Gasoline or E85,3,22.3807,Chevrolet,Tahoe C1500 2WD,1,Standard Sport Utility Vehicle 2WD,2020,0,0,FFV,GMX,0
41573,14.9703,505,17.5914,8,5.3,2,2400,Gasoline or E85,3,22.3807,Chevrolet,Suburban C1500 2WD,1,Standard Sport Utility Vehicle 2WD,2020,0,0,FFV,GMX,0
41574,14.9703,505,17.5914,8,5.3,2,2400,Regular,3,22.3807,Chevrolet,Tahoe C1500 2WD,1,Standard Sport Utility Vehicle 2WD,2020,0,0,Gas,GMX,0
41575,14.9703,505,17.5914,8,5.3,2,2400,Regular,3,22.3807,Chevrolet,Suburban C1500 2WD,1,Standard Sport Utility Vehicle 2WD,2020,0,0,Gas,GMX,0
41576,14.3609,517,17.1741,8,6.2,2,3100,Premium,3,22.5804,Chevrolet,Tahoe C1500 2WD,1,Standard Sport Utility Vehicle 2WD,2020,0,0,Gas,GMX,0
41577,14.9703,505,17.5914,8,5.3,2,2400,Gasoline or E85,3,22.3807,GMC,Yukon C1500 2WD,1,Standard Sport Utility Vehicle 2WD,2020,0,0,FFV,GMX,0
41578,14.9703,505,17.5914,8,5.3,2,2400,Gasoline or E85,3,22.3807,GMC,Yukon C1500 XL 2WD,1,Standard Sport Utility Vehicle 2WD,2020,0,0,FFV,GMX,0
41579,14.9703,505,17.5914,8,5.3,2,2400,Regular,3,22.3807,GMC,Yukon C1500 2WD,1,Standard Sport Utility Vehicle 2WD,2020,0,0,Gas,GMX,0
41580,14.9703,505,17.5914,8,5.3,2,2400,Regular,3,22.3807,GMC,Yukon C1500 XL 2WD,1,Standard Sport Utility Vehicle 2WD,2020,0,0,Gas,GMX,0
41581,14.3609,517,17.1741,8,6.2,2,3100,Premium,3,22.5804,GMC,Yukon C1500 2WD,1,Standard Sport Utility Vehicle 2WD,2020,0,0,Gas,GMX,0
41582,14.3609,517,17.1741,8,6.2,2,3100,Premium,3,22.5804,GMC,Yukon C1500 XL 2WD,1,Standard Sport Utility Vehicle 2WD,2020,0,0,Gas,GMX,0
41583,14.0581,537,16.5637,8,6.2,4,3100,Premium,3,21.1768,Cadillac,Escalade 4WD,1,Standard Sport Utility Vehicle 4WD,2020,0,0,Gas,GMX,0
41584,14.5946,525,16.9426,8,5.3,4,2550,Regular,3,21.0894,Chevrolet,Tahoe K1500 4WD,1,Standard Sport Utility Vehicle 4WD,2020,0,0,Gas,GMX,0
41585,15.0462,513,17.32,8,5.3,4,2550,Gasoline or E85,3,21.2439,Chevrolet,Tahoe K1500 4WD,1,Standard Sport Utility Vehicle 4WD,2020,0,0,FFV,GMX,0
41586,13.9679,543,16.3683,8,5.3,4,2700,Gasoline or E85,2,20.7205,Chevrolet,Suburban K1500 4WD,1,Standard Sport Utility Vehicle 4WD,2020,0,0,FFV,GMX,0
41587,14.2845,527,16.8656,8,6.2,4,3100,Premium,3,21.6461,Chevrolet,Tahoe K1500 4WD,1,Standard Sport Utility Vehicle 4WD,2020,0,0,Gas,GMX,0
41588,13.9679,543,16.3683,8,5.3,4,2700,Gasoline or E85,2,20.7205,GMC,Yukon K1500 XL 4WD,1,Standard Sport Utility Vehicle 4WD,2020,0,0,FFV,GMX,0
41589,15.0462,513,17.32,8,5.3,4,2550,Gasoline or E85,3,21.2439,GMC,Yukon K1500 4WD,1,Standard Sport Utility Vehicle 4WD,2020,0,0,FFV,GMX,0
41590,13.5947,557,15.9496,8,6.2,4,3300,Premium,2,20.2334,GMC,Yukon K1500 XL 4WD,1,Standard Sport Utility Vehicle 4WD,2020,0,0,Gas,GMX,0
41591,14.2845,527,16.8656,8,6.2,4,3100,Premium,3,21.6461,GMC,Yukon K1500 4WD,1,Standard Sport Utility Vehicle 4WD,2020,0,0,Gas,GMX,0
41593,28.2268,348,29.2099,4,2.2,2,1650,Diesel,5,30.5087,Mazda,CX-5 2WD,1,Small Sport Utility Vehicle 2WD,2019,1,0,Diesel,TKX,0
41594,26.512,365,27.8509,4,2.2,4,1700,Diesel,5,29.6831,Mazda,CX-5 4WD,1,Small Sport Utility Vehicle 4WD,2019,1,0,Diesel,TKX,0
41595,13.469,556,15.9153,10,5.2,4,3300,Premium,2,20.4562,Audi,R8 Spyder AWD,1,Two Seaters,2020,0,0,Gas,VGA,0
41596,15.4251,506,17.4463,8,4,2,3100,Premium,3,20.7732,Mercedes-Benz,AMG GT C Coupe,1,Two Seaters,2020,1,0,Gas,MBX,1
41597,21.2505,368,24.1415,4,2,4,2200,Premium,5,28.9563,Kia,Stinger AWD,1,Midsize Cars,2020,1,0,Gas,KMX,1
41598,21.715,365,24.5081,4,2,2,2100,Premium,5,29.0797,Kia,Stinger RWD,1,Midsize Cars,2020,1,0,Gas,KMX,1
41599,17.251,449,19.9185,6,3.3,4,2650,Premium,4,24.56,Kia,Stinger AWD,1,Midsize Cars,2020,1,0,Gas,KMX,1
41600,17.4778,446,20.1077,6,3.3,2,2650,Premium,4,24.6391,Kia,Stinger RWD,1,Midsize Cars,2020,1,0,Gas,KMX,1
41601,21.9668,363,24.518,4,2.4,2,1700,Regular,5,28.574,Kia,Sorento FWD,1,Small Sport Utility Vehicle 2WD,2020,0,0,Gas,KMX,0
41602,19.0972,413,21.667,6,3.3,2,1950,Regular,4,25.932,Kia,Sorento FWD,1,Small Sport Utility Vehicle 2WD,2020,0,0,Gas,KMX,0
41603,20.9627,389,23.055,4,2.4,4,1850,Regular,5,26.2583,Kia,Sorento AWD,1,Small Sport Utility Vehicle 4WD,2020,0,0,Gas,KMX,0
41604,18.4751,436,20.444,6,3.3,4,2150,Regular,4,23.5055,Kia,Sorento AWD,1,Small Sport Utility Vehicle 4WD,2020,0,0,Gas,KMX,0
41605,14.3609,517,17.1741,8,6.2,2,3100,Premium,3,22.5804,Chevrolet,Suburban C1500 2WD,1,Standard Sport Utility Vehicle 2WD,2020,0,0,Gas,GMX,0
41606,13.5947,557,15.9496,8,6.2,4,3300,Premium,2,20.2334,Chevrolet,Suburban K1500 4WD,1,Standard Sport Utility Vehicle 4WD,2020,0,0,Gas,GMX,0
41607,15.1221,529,16.9743,8,4,4,3100,Premium,3,19,Porsche,Cayenne Turbo,1,Standard Sport Utility Vehicle 4WD,2020,1,0,Gas,PRX,1
41608,25.3422,302,29.2998,4,1.4,2,1800,Premium,6,36.2115,Fiat,124 Spider,1,Two Seaters,2020,1,0,Gas,CRX,0
41609,26.2388,298,29.6662,4,1.4,2,1750,Premium,7,35.3021,Fiat,124 Spider,0,Two Seaters,2020,1,0,Gas,CRX,0
41610,16.3188,482,18.3595,6,3.8,4,2950,Premium,3,21.6719,Nissan,GT-R,1,Subcompact Cars,2020,1,0,Gas,NSX,0
41611,17.3012,451,19.9948,6,3.3,4,2650,Premium,4,24.6935,Genesis,G90 AWD,1,Large Cars,2020,1,0,Gas,HYX,0
41612,17.3756,446,20.2402,6,3.3,2,2650,Premium,4,25.3476,Genesis,G90 RWD,1,Large Cars,2020,1,0,Gas,HYX,0
41613,15.2737,500,18.0062,8,5,4,2950,Premium,3,23.0453,Genesis,G90 AWD,1,Large Cars,2020,0,0,Gas,HYX,0
41614,15.8028,485,18.5923,8,5,2,2800,Premium,3,23.7068,Genesis,G90 RWD,1,Large Cars,2020,0,0,Gas,HYX,0
